subject,acc_0bk,acc_2bk,rt_0bk,rt_2bk,ies_0bk,ies_2bk,acc_cost,rt_cost,ies_cost,efficiency_ratio,composite_efficiency,efficiency_group,DLPFC_L_activation_0bk,DLPFC_L_activation_2bk,DLPFC_L_load_effect,DLPFC_R_activation_0bk,DLPFC_R_activation_2bk,DLPFC_R_load_effect,PPC_L_activation_0bk,PPC_L_activation_2bk,PPC_L_load_effect,PPC_R_activation_0bk,PPC_R_activation_2bk,PPC_R_load_effect,ACC_L_activation_0bk,ACC_L_activation_2bk,ACC_L_load_effect,ACC_R_activation_0bk,ACC_R_activation_2bk,ACC_R_load_effect,VLPFC_L_activation_0bk,VLPFC_L_activation_2bk,VLPFC_L_load_effect,VLPFC_R_activation_0bk,VLPFC_R_activation_2bk,VLPFC_R_load_effect,Premotor_L_activation_0bk,Premotor_L_activation_2bk,Premotor_L_load_effect,Premotor_R_activation_0bk,Premotor_R_activation_2bk,Premotor_R_load_effect,mPFC_activation_0bk,mPFC_activation_2bk,mPFC_load_effect,PCC_activation_0bk,PCC_activation_2bk,PCC_load_effect,Angular_L_activation_0bk,Angular_L_activation_2bk,Angular_L_load_effect,Angular_R_activation_0bk,Angular_R_activation_2bk,Angular_R_load_effect,within_Motor_2bk,FPN_SAL_0bk,within_SAL_0bk,local_efficiency_2bk,FPN_SAL,within_DMN_0bk,within_DMN,FPN_DMN_0bk,DMN_SAL_0bk,FPN_Visual_2bk,global_efficiency_2bk,FPN_DAN_2bk,global_efficiency,within_Motor,within_DAN,DMN_Motor,DMN_SAL,modularity,within_FPN_0bk,DMN_Visual_2bk,FPN_Visual,within_Visual,FPN_DAN_0bk,FPN_SAL_2bk,within_FPN,DMN_Visual,FPN_DAN,global_efficiency_0bk,local_efficiency_0bk,DMN_Motor_0bk,within_Visual_0bk,FPN_Visual_0bk,within_DAN_0bk,within_DAN_2bk,within_Motor_0bk,DMN_DAN_2bk,within_SAL,modularity_2bk,within_Visual_2bk,DMN_DAN,FPN_DMN,FPN_Motor,DMN_Motor_2bk,FPN_Motor_0bk,modularity_0bk,within_SAL_2bk,DMN_Visual_0bk,DMN_DAN_0bk,DMN_SAL_2bk,local_efficiency,within_FPN_2bk,within_DMN_2bk,FPN_Motor_2bk,FPN_DMN_2bk,mean_activation_0bk,mean_activation_2bk,activation_efficiency_0bk,activation_efficiency_2bk,activation_efficiency_change,activation_efficiency_ratio,net_efficiency_0bk,net_efficiency_2bk,fpn_integration_0bk,fpn_integration_2bk,segregation_efficiency_0bk,segregation_efficiency_2bk,neural_efficiency_0bk,neural_efficiency_2bk,overall_efficiency
100206,0.9875,0.859375,623.3125,904.375,631.2025316455696,1052.3636363636365,0.128125,281.0625,421.16110471806667,0.5997950801746084,-0.1724591411173469,Low_Efficiency,0.1944866838763438,0.1475877529147173,-0.0468989309616264,-0.029911479438584,-0.1145093465737822,-0.0845978671351982,0.5774342003064766,0.2029816973701427,-0.3744525029363338,0.331368613127766,-0.0692218269089089,-0.400590440036675,1.137154435780482,1.0637998921664764,-0.0733545436140058,1.0217159832290863,0.4220865034931297,-0.5996294797359566,0.6665640660442564,0.9138600622982284,0.2472959962539719,-0.6163000393132481,-0.5513651815269269,0.0649348577863211,1.0455139753881877,0.2782463437179376,-0.7672676316702501,0.4423258817461403,-0.1911344368634865,-0.6334603186096268,0.6806065288356424,0.630056849437862,-0.0505496793977804,0.3100922518901927,0.4004207566226908,0.090328504732498,1.3632404081211045,1.0938268748310254,-0.269413533290079,1.044950420550277,0.41650402023386,-0.6284464003164172,1.2827402392849088,0.5624467866647404,0.5914527675472518,0.9861569316074564,0.4779976162267623,0.5017723425336434,0.4335507151020487,0.48593582603515,0.5046578417106806,0.5333769374582951,0.9833333333333334,0.6184234089509792,0.9660919540229884,1.374657910341825,0.6146752276049968,0.5137338279817639,0.4666283090190568,-0.0275462705331958,0.6788094014251271,0.535012624612748,0.5298172334949873,1.0438565456655335,0.632560956822018,0.5354892737771332,0.6468583208294603,0.4540893645460389,0.5636865752527169,0.9850574712643678,0.9875646843670332,0.610931269789657,1.1944110175700038,0.5558673983714548,0.6887002819418268,0.6603709188540117,1.429409755538713,0.4803421575510252,0.5146611513875597,-0.0285787987392205,0.991645149325618,0.4164948708173065,0.3997133465319737,0.5232523612081508,0.5272197526521133,0.6692045537855331,-0.0241026846773132,0.5254060931345994,0.5637427512759505,0.4749870825273306,0.4909790432670955,0.9746983851275824,0.6299522774500903,0.4559795024616362,0.5201956235555336,0.4529204456286418,0.5835172807245801,0.33165285437235464,1.6923205880949919,2.5911804993985146,0.8988599113035227,1.5311395408690307,0.9727442528735633,0.8450520833333334,0.670324283907313,0.5413652384336713,-0.4798616282097107,-0.38922850796211406,0.4042916905936382,0.33170091361329257,0.27590088038268945
100307,0.95,0.8125,715.375,863.3125,753.0263157894738,1062.5384615384614,0.1374999999999999,147.9375,309.5121457489877,0.7087049956753174,0.0227324680857706,Low_Efficiency,0.7664376641981234,0.6268881300843007,-0.1395495341138226,0.2385423301818848,0.1318408114348831,-0.1067015187470017,0.922640307769514,0.6469388976151962,-0.2757014101543177,0.9379941486388016,0.4014951082884315,-0.53649904035037,0.7615049597885747,0.7345247107975386,-0.026980248991036,0.7398940113092336,0.6177994530915265,-0.122094558217707,1.0021273977447147,1.1241597157172185,0.1220323179725036,-0.0213455053668711,0.1401585689733633,0.1615040743402344,0.716237893813336,0.6330811039543855,-0.0831567898589504,0.5570729007517549,0.3032094355550825,-0.2538634651966723,1.0751439173994035,0.9385513908784248,-0.1365925265209787,0.7722077619000385,0.842480382682663,0.0702726207826244,1.6799256178375197,1.0654282532486437,-0.614497364588876,1.4565847554205391,0.8076747445878971,-0.648910010832642,1.2430964914587972,0.3079314595678796,0.2928265802783069,0.9799400430891269,0.3854484822225821,0.4049593072831488,0.4689675694008492,0.3355866287564077,0.3334895306281497,0.5895695299271787,0.9735632183908046,0.4460489269111153,0.9770114942528736,1.13175584009425,0.4645940650174206,0.5484872979429416,0.4332849939617109,-0.0274419826072472,0.3645139686974591,0.5779134205417179,0.5303805108715309,0.8523934203805265,0.3479889664272479,0.4318075326733175,0.4425309179347921,0.4570974238142237,0.4224183180549357,0.9201149425287356,0.9368956928586618,0.5254710216366345,0.7761152640290954,0.4797097515238741,0.3778134849187183,0.4212696297102566,1.0113547764372466,0.4083546637198652,0.4049301423358674,-0.0270135916456634,0.8629876506394893,0.4058082271503112,0.3752527970571098,0.5218180343918855,0.5964211889797932,0.4231690375919472,-0.02628518718166,0.406366920874052,0.4654484702319819,0.3314131130284353,0.4188558568144992,0.9812608259256332,0.4693953926904868,0.4697733322482128,0.6002877871681348,0.4334184942873801,0.8289262972418976,0.6438736219221112,1.1460594953995957,1.2618916359438177,0.11583214054422197,1.1010689584094209,0.8741091954022988,0.7910201149425288,0.34628827026258613,0.3813837565610205,-0.3188072973185873,-0.35215252660849633,-0.2965368658689286,0.1553709045169903,0.2114729079848309
100408,0.925,0.90625,854.25,1085.125,923.5135135135134,1197.3793103448277,0.01875,230.875,273.86579683131424,0.7712789970018399,0.0626896546274335,High_Efficiency,-0.3040028049176965,0.8739135900811993,1.1779163949988958,-0.4023117499911074,0.5989565833891324,1.00126833338024,0.3390556713746236,1.891339358696684,1.552283687322061,0.31637603511199,1.3727075088091536,1.0563314736971636,0.6608887868763972,1.6944575990194948,1.0335688121430977,-0.2733031397601581,1.5114700907231495,1.7847732304833075,0.3877129869126202,1.825024227468419,1.4373112405557988,-0.1252088441182638,0.9066690213857548,1.0318778655040186,0.2331745162640474,1.2762955213986455,1.0431210051345985,-0.1084579818247437,1.0651564406054046,1.1736144224301484,0.0193530303458366,1.333771883890662,1.3144188535448256,-0.0647010630226728,0.7020435641043334,0.7667446271270063,0.3985710186638659,1.5317532949866417,1.1331822763227757,0.4595953830736543,1.3575172465852725,0.8979218635116181,0.9883747739648449,0.3404945713000096,0.3741685094695,0.9260414260257632,0.3340746978301432,0.3765785803545991,0.3603905133706443,0.2897467991407478,0.3665248875987216,0.2538113052286393,0.9155172413793105,0.355368315108435,0.9005747126436782,0.9330151304344492,0.2580704502241518,0.3861014408685903,0.3503999488550037,-0.0306143206044887,0.2951673024917216,0.3689012932058322,0.286250215072114,1.6667217128529694,0.3364634218715111,0.3658772877161443,0.3085675091088294,0.3795779751823794,0.3184386581605756,0.9137931034482758,0.9319126956699744,0.4111015572668248,1.656603364763315,0.2968334325461081,0.2515727545232241,0.2826015220934931,0.8618024926189699,0.322456272525116,0.3750485529949799,-0.0297597429066978,1.5655651941069713,0.2935080498989791,0.2746336663190253,0.3945055332579811,0.4456355405927015,0.3721030658535781,-0.031033540852762,0.4039572020037938,0.4589742716300296,0.2905226237279069,0.3503029616541766,0.9192453416533124,0.354055570121732,0.3425950770429774,0.4304856886028009,0.3222838166282812,0.10976727464202807,1.281505423653139,8.426842847048231,0.7071755422158474,-7.719667304832384,0.08391938370420357,0.8452586206896552,0.8296875000000001,0.2730297548048425,0.32086286042281964,-0.26801578920519176,-0.2920697088193798,-0.1368767113828714,-0.36799778001559974,-0.4082941729156341
100610,0.9875,0.96875,690.8125,995.875,699.5569620253165,1028.0,0.01875,305.0625,328.44303797468353,0.6805028813475841,0.2452308245483354,High_Efficiency,-0.3480928534051591,-0.384708078125422,-0.0366152247202629,-0.2987593542025233,-0.5656399073431053,-0.266880553140582,0.0567582913606977,0.2176063045709,0.1608480132102023,-0.2283542788426575,-0.4934140910267611,-0.2650598121841036,0.4188181704103695,-0.0300160958489159,-0.4488342662592854,0.1966646668851446,-0.1178061057072722,-0.3144707725924168,0.7138936175777352,0.3168019695848598,-0.3970916479928754,-0.1280871390132484,-0.5365166599587416,-0.4084295209454932,0.4111466645861552,0.0691072315898237,-0.3420394329963314,0.4604252409198771,0.1501380219841648,-0.3102872189357122,0.4826366039946085,0.0646085272578401,-0.4180280767367684,0.0453176637128418,0.0602872182139659,0.014969554501124,0.4438426095842338,0.5217074753577164,0.0778648657734826,0.2135901349799397,-0.3080641328203063,-0.521654267800246,0.99348140360386,0.4865593254439615,0.5484166813439949,0.936313097487668,0.4749772482740564,0.4451505201315735,0.4239710500726659,0.409165318033124,0.4716534732611476,0.5204312374845275,0.9114942528735632,0.3760166087956976,0.964942528735632,1.1866848950177324,0.6071696388667904,0.4793101566827565,0.4445342985228105,-0.0187991176017045,0.4928002808246061,0.4407397513596283,0.5244879424232566,1.1863475390451266,0.4776899015246556,0.3688880899984634,0.5063189141196294,0.4486895040538807,0.5187988320800463,0.9833333333333332,0.9853655100013172,0.5089881438442168,1.1506376084840086,0.5324732424161218,0.6084469931003551,0.3481821471834116,1.2059970680339078,0.2953399230070032,0.5084601519815272,-0.0208434227128908,1.0862869175355987,0.3509277310247003,0.3621805229690027,0.5033555891865427,0.4198008854001385,0.5518415891476893,-0.0214845674484092,0.4249044990879281,0.5060052882379003,0.3608368922154141,0.3853183157811109,0.9730375296334584,0.3668799088959098,0.3586608390326033,0.3678808053910084,0.2962362255701213,0.17427143132485817,-0.07399345159080381,5.666415465101411,13.092197849607393,7.425782384505982,2.310489871374656,0.9710416666666666,0.8830100574712644,0.48664027731429854,0.3554149117429126,-0.40405075155771,-0.286978843521055,0.5978299334829285,-0.1046747145106807,0.06452668598264563
101006,0.9,0.71875,655.4375,632.9375,728.2638888888889,880.6086956521739,0.18125,-22.5,152.34480676328496,0.8270005650461364,0.4029796866043809,High_Efficiency,-0.1331146269930663,-0.586136055638112,-0.4530214286450457,-0.1462815327385912,-0.6518931974510345,-0.5056116647124431,0.7853609658281644,0.2958193082445264,-0.4895416575836379,0.4626111705473235,-0.1645402766441055,-0.627151447191429,0.7793109508141904,0.6462524542609186,-0.1330584965532718,-0.1082206309749534,-0.1074242511770979,0.0007963797978554,0.712534320875473,0.7517988893161354,0.0392645684406624,-0.340246214407735,0.0536444489569568,0.3938906633646919,1.122566810098257,0.6684797523171973,-0.4540870577810598,0.7012859155961924,0.3696178708405647,-0.3316680447556276,0.675146724893596,0.4184583119422566,-0.2566884129513394,-0.0463367037117942,0.0473961478505934,0.0937328515623876,1.3572508085342716,0.5804719880658366,-0.7767788204684352,1.5242642956446977,0.3908061255222889,-1.133458170122409,1.1067923098745098,0.2492869019137478,0.2918743124892875,0.9001922249953733,0.2686862473380091,0.3372674263655858,0.3387916426055739,0.2248999122033462,0.2536962656099101,0.3257523270639474,0.8724137931034484,0.2680000270616594,0.8913793103448275,1.0414642599860002,0.3589518908648439,0.3795412170259312,0.2886439260780183,-0.012953793714403,0.2935041888221141,0.3189324877039184,0.384555417866203,0.6649338656613886,0.2623434438445848,0.2498716268763589,0.3559361513783778,0.3468215333777754,0.2752419470517678,0.8620689655172413,0.8932040927631517,0.4448751461327692,0.6515966169067586,0.3363747310166163,0.367522530348968,0.3482897127377455,1.0886276808497533,0.2465124234693446,0.322627061056378,-0.0063760810301686,0.5427419503543507,0.2830534872276556,0.2128995429123529,0.3690883467876451,0.4064939824486718,0.3113963758493052,-0.0100856991694282,0.3102724707705777,0.3985318305920683,0.2743566445927266,0.2306168716835888,0.9145843355707473,0.2922234139041024,0.301773546424015,0.2972864355222131,0.200709338861686,0.5247237324290018,0.19376796545763747,1.7151850186931583,3.7093143285483245,1.9941293098551662,2.1626309263962757,0.7758620689655172,0.6270474137931035,0.2641537699399027,0.2100355787435736,-0.20240992098301158,-0.1442598373068368,-0.9382201973158939,-1.0136361173026711,-0.9416602067997899
101107,0.9375,0.8125,698.125,820.125,744.6666666666666,1009.3846153846154,0.125,122.0,264.7179487179488,0.7377432301986485,0.1920986106421754,High_Efficiency,-0.0394434524363666,0.3599561494899156,0.3993996019262822,-0.394333252613183,0.2613804050332222,0.6557136576464052,0.8534255363683139,0.8593183557445083,0.0058928193761945,0.3529798905108502,0.4886759135491755,0.1356960230383253,0.830135481427464,1.2075506205368671,0.3774151391094031,0.3052312839627908,0.8677818618865174,0.5625505779237265,0.7281005374493128,1.4768473535456497,0.7487468160963369,-0.1198632029370152,0.5792809761563804,0.6991441790933957,0.7262849283247768,1.024807150637968,0.298522222313191,0.8147692746617745,1.0128320209372328,0.1980627462754582,0.2917799773058315,0.8513621231764287,0.5595821458705972,0.3227631094911466,0.5238648873810576,0.201101777889911,0.8164815289380868,0.8994507790586598,0.0829692501205729,0.6824812455295831,0.7928215641596073,0.1103403186300241,1.296050366514618,0.6081779368218486,0.6046374742571603,0.9787933951448444,0.6747165203399514,0.6882531357325957,0.6445237742551717,0.6181138490148167,0.5847183101703495,0.9670914803883466,0.9729885057471264,0.8005771753947575,0.964367816091954,1.3134330553956404,0.9079992104625758,0.418001542636089,0.6287446797457912,-0.0255363288397143,0.6707397057903105,0.926673569430526,0.9101533507667484,2.0590854533732554,0.6336502361740808,0.7487681506740168,0.7168042294623539,0.868406860803673,0.7453671441737132,0.9873563218390804,0.9893277468824696,0.7020958580941226,1.8274359147094332,0.737522030069317,0.7817751711982184,0.8732115498684436,1.713642636426627,0.6643871808350732,0.6608348349117741,-0.0276689677976047,2.007420377086907,0.6660767500990631,0.6174068364852485,0.467314264768258,0.4953536213169517,0.672752809242273,-0.0246132081420231,0.6534643173295838,0.7766763018267004,0.5664124059026914,0.6362692380560051,0.9768483356325685,0.8125593461069729,0.6515927359787819,0.628403731798656,0.6613844748425021,0.44077092042738336,0.8004235829495137,2.126950371727348,1.0150862645997067,-1.1118641071276412,0.47724939934819993,0.9256465517241379,0.7905531609195402,0.6288184741784161,0.6602044687119155,-0.5794817334513906,-0.537374885809533,0.2075406802470428,-0.11105402522128509,0.014373101456627208
101309,0.9375,0.921875,712.375,1207.9375,759.8666666666667,1310.3050847457628,0.015625,495.5625,550.4384180790961,0.5799158344975078,-0.6680515509427696,Low_Efficiency,0.5432199178706734,0.3191004553076905,-0.2241194625629828,0.5181957208902643,-0.0895046613564081,-0.6077003822466724,0.9681563138464896,0.3773615374906808,-0.5907947763558088,1.0772953200702453,0.3472554980404332,-0.7300398220298119,1.5408616261296029,1.1914059733496645,-0.3494556527799384,1.3072470495803004,0.664338176531507,-0.6429088730487935,1.099272193269044,1.53574360174366,0.4364714084746157,0.0842280996316471,0.3044081440520971,0.2201800444204499,0.8459677428152422,0.6085480779699518,-0.2374196648452904,1.072157662025023,0.3212504983714777,-0.7509071636535455,1.224650037613867,0.7066739852073415,-0.5179760524065254,0.4925779929475142,0.3735723411046272,-0.119005651842887,1.6119061791929965,1.1172275170702353,-0.4946786621227612,1.2006040805309448,0.5345125314935889,-0.6660915490373558,1.2576359079968464,0.4492214533523304,0.4548599140100649,0.9778015599629792,0.464265454613284,0.4883918145245819,0.4968701455844805,0.4222565206099448,0.40149822269012,0.6304156437469123,0.9741379310344828,0.4997876715620064,0.9672413793103448,1.1959357263999113,0.5826912177564849,0.5669670051617988,0.4532416832676428,-0.0231883161973608,0.544101306329014,0.6384046604321448,0.5676731803130535,1.2275370273629105,0.4523875416752386,0.4924225479284863,0.544588607165746,0.5449688061769186,0.463497226249386,0.9586206896551724,0.969377829113711,0.5308544443343387,1.0190585234554237,0.5443995966528918,0.4728050126100076,0.6989832459243468,1.1922949251343156,0.437908581029598,0.512569854509677,-0.0232500664875003,1.198214007242103,0.3788714478176596,0.4032103951268833,0.5757534511712685,0.6299390234011469,0.5373250067484832,-0.0198645641863151,0.5492463362119756,0.4799445721498598,0.3342466208541412,0.4756627427073951,0.9778953491304816,0.5590451888115967,0.4894540352897409,0.6088431398171289,0.4664559682894719,0.9704528526009896,0.5937066911697534,0.9660428442705777,1.5527422226646155,0.5866993783940377,1.6073206530672848,0.8987068965517242,0.8980334051724138,0.5100949746834507,0.5153697834356907,-0.39586548807182326,-0.4300140957668569,0.06959935481251187,0.28003540330973165,-0.18215154302768594
101410,0.9125,0.890625,710.6875,1067.0,778.835616438356,1198.0350877192982,0.021875,356.3125,419.1994712809421,0.6500941620341245,-0.2259992602223083,Low_Efficiency,-0.2930943459904638,-0.3460913176034501,-0.0529969716129863,-0.770781340973445,-0.2040304889967044,0.5667508519767406,0.3024177930305362,-0.0503591617430535,-0.3527769547735896,0.0909864668527421,0.1481116133167801,0.0571251464640379,-0.0503065959187729,0.1457308342325849,0.1960374301513579,-0.19272749221506,-0.1380960114653402,0.0546314807497197,0.3351207276956963,-0.0203149323989787,-0.3554356600946751,-0.2440964791673568,-0.2263780366264509,0.0177184425409058,0.1975343920681523,-0.4833021677186219,-0.6808365597867743,0.3082156983302395,-0.4243296356364118,-0.7325453339666513,-0.0134881568536213,0.2403925953597793,0.2538807522134007,0.1062481549381391,0.0745870702257722,-0.0316610847123669,0.8580517314788552,-0.066183181420024,-0.9242349128988792,0.2369986514054969,-0.300532317594982,-0.5375309690004789,1.0340904793469492,0.3696957810047665,0.4174276773892516,0.973289941379235,0.4218793650038857,0.3764555972064419,0.4208207341577106,0.3796654394696563,0.3431121448498458,0.5941693016803088,0.9666666666666668,0.4659980437269914,0.95,1.0051534840588592,0.4911202558082237,0.4690900118576812,0.3761536698554607,-0.0235665596790523,0.4799895242681306,0.5993182881388694,0.5847148127189998,1.1892619999993286,0.4077781561540428,0.4820128597611798,0.5002512338943159,0.5106297089230574,0.4357048035002286,0.9379310344827586,0.9549266249164424,0.448527509621943,1.154716400136464,0.5775344688128793,0.474076298118208,0.5210470870663118,1.085179376388013,0.4601136033454013,0.416479189803274,-0.0215336808619014,1.2246095435686444,0.4029151421764962,0.3541146427314593,0.5423942254873357,0.5521607147984429,0.5209884751118214,-0.0180286082272354,0.4537181920548516,0.5129279413466956,0.3312991897839381,0.4119999751207136,0.9659026104522171,0.5115382070807315,0.4454466368088282,0.6131969703738385,0.3950004594100489,0.06221994319150984,-0.11791393843350721,14.665480032847078,7.553114234989213,-7.112365797857866,0.5150266955493714,0.8558620689655172,0.8609375000000001,0.43799044089466915,0.4555887156812765,-0.3464447135160614,-0.3517972841620748,0.25457128813751473,0.2738724950350197,0.16137713145653917
101915,0.9625,0.765625,778.3125,1128.375,808.6363636363636,1473.795918367347,0.196875,350.0625,665.1595547309834,0.5486759418713556,-1.1926859855188257,Low_Efficiency,-0.1684484724728019,-0.263012602781285,-0.094564130308483,-0.3194389876550624,-0.2745745461872119,0.0448644414678504,0.466772448305123,0.4045134995774017,-0.0622589487277213,-0.1103916689916023,-0.05270338106157,0.0576882879300322,0.6836822624553149,0.630474559188551,-0.0532077032667638,0.2091122996974211,0.0700192642033521,-0.139093035494069,0.7025095852018952,0.6610208495683481,-0.0414887356335471,-0.2476154127331297,-0.0735943704360344,0.1740210422970952,0.2537371148073205,0.1299436200568313,-0.1237934947504892,0.4071055754855732,0.1425719343802434,-0.2645336411053298,0.6475331279211184,0.4881540537227664,-0.1593790741983519,-0.0050226266283551,0.3696297396135666,0.3746523662419217,1.0178672180849762,0.9378949836518076,-0.0799722344331686,0.4014247089556778,0.2296594112983582,-0.1717652976573195,0.9116197044393888,0.3993548353826721,0.3587483741233053,0.9725851785178504,0.3731208005458639,0.4218780433087897,0.4604617095383488,0.3911763386621814,0.3417716315722832,0.4877632084187246,0.9632183908045976,0.3851543951427941,0.9545977011494252,0.9454610009862552,0.4739527620213829,0.4493259048106182,0.3971159016728222,-0.0195334853541086,0.5114247869256606,0.4113887089148391,0.503452630313815,0.880580413782089,0.435535783552967,0.4022568191347631,0.5179705316987405,0.3570069129214223,0.3723612023659513,0.964367816091954,0.9746210686288485,0.4991682777454944,0.8442583825306647,0.5892255055878466,0.4493561917641508,0.4582598656712217,1.0270591061055874,0.4011157651594993,0.428690655299071,-0.0217488415586937,0.8553176145171667,0.3925653198404765,0.3747282456359911,0.5508368742166453,0.4956905876283127,0.5704623777557523,-0.019222271004778,0.446514110170188,0.5278271429000876,0.3385214239995927,0.411614297313128,0.9653441174512568,0.5172506122800696,0.4714679434738904,0.5275116511632292,0.4127846302452824,0.281344798030962,0.24285692962822322,3.4210569581496904,3.1525633162238096,-0.26849364192588077,0.9215170730193947,0.9282040229885057,0.7374640804597701,0.49224635741594835,0.39602000002692833,-0.3765072259623496,-0.31603823253154434,0.2999174894063512,-0.009473745382426823,-0.9593553296900648
102008,0.9625,0.96875,670.875,845.625,697.0129870129871,872.9032258064516,-0.00625,174.75,175.8902387934645,0.7984997264376423,0.8659911511521529,High_Efficiency,-0.1270897200092222,-0.416822772597256,-0.2897330525880338,-0.0862700415494938,-0.3235064494412359,-0.2372364078917421,0.5014802584903449,0.3831564631734181,-0.1183237953169268,0.1926642360222225,-0.2558267763600897,-0.4484910123823122,0.6244843594935203,0.5843152383724943,-0.0401691211210258,0.21003484244688,-0.1587681375554496,-0.3688029800023296,0.3682371215350156,1.1809506458825956,0.8127135243475798,-0.067673012907094,-0.1281885388788603,-0.0605155259717662,0.8385684999321127,0.2814543326948262,-0.5571141672372865,1.101883619912912,0.5602051315213519,-0.5416784883915603,0.5537974004136372,0.012200696401833,-0.541596704011804,0.2977186038299563,0.2964994048156956,-0.0012191990142607,0.9326536765989571,0.3486600910166135,-0.5839935855823436,0.4965335467556161,0.1171742499291887,-0.3793592968264273,1.2051369678970447,0.5536897777722338,0.5866347853590166,0.9719189477344644,0.4911913536140182,0.5189643956416244,0.4780613738787866,0.4902012119953259,0.5421462890154943,0.4990834426978796,0.9637931034482758,0.3842590588575079,0.9804597701149425,1.2097623595304408,0.4745583258153375,0.5269308263668258,0.4753599922980848,-0.0236867716454561,0.564060301261115,0.5605163029912683,0.5981401330505681,1.1056543852643586,0.5353638191677139,0.4028045100102202,0.5303513728724105,0.5356905062160561,0.4669948575533447,0.9942528735632185,0.9952791461412152,0.6137997913154007,1.126827699938497,0.6254962879476971,0.5559192355391269,0.4291721154905568,1.2401073098389894,0.3674825512757993,0.542908919172146,-0.0207692664363206,0.931176548089206,0.4216412631530155,0.413381047341914,0.4963914260066852,0.4821300398917453,0.5765175337002891,-0.02443569449416,0.4476940926546696,0.5534854205862303,0.4965382571970641,0.3802762334965356,0.9891189259867422,0.4217336176341007,0.436042377725745,0.4264616967769137,0.358926214434359,0.41693024221181185,0.1772502556410804,2.3085341239815875,5.465405570731985,3.1568714467503973,2.367477762827219,0.9569683908045978,0.9336745689655173,0.5429080399638232,0.4085544420830351,-0.4718186665455012,-0.3477097702332853,0.49877959197906324,0.4030511505393455,1.1897460004459264
